,ref_ans_id,referenceAnswer,stu_ans_id_new,studentAnswer,accuracy
684,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_21,Only the Overly Orange contains lots of vitamin C because the blue water became clear in 8 drops. It is less than drops than Luscious Lemon.,correct
685,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_22,Overly Orange and Luscious Lemon have more vitamin C because it took only a couple drops to make the indophenol clear.,correct
686,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_23,Overly Orange has more because of the amount of drops she put in.,correct
687,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_24,Yes it did because the lower the number the more vitamin C and they both have low numbers.,correct
688,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_25,"Yes, because if it has lower drops it has more vitamin than others.",correct
689,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_26,I think that the Overly Orange and the Luscious Lemon do not contain a higher concentration because they clear the indophenol fast.,incorrect
690,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_27,Overly Orange then less the drops the more vitamin C.,correct
691,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_28,Overly Orange has the higher concentration of vitamin C because I took less amount of drops.,correct
692,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_29,Overly Orange has higher concentration and the evidence is the overly Orange has 8 drops and Luscious Lemon has 13 drops.,correct
693,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_30,Overly Orange has 120 percent of vitamin C and Luscious Lemon has 50 percent.,incorrect
694,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_31,Overly Orange contain the higher vitamin C because the less drops the more vitamin C.,correct
695,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_32,Luscious Lemon contains higher vitamin C. The evidence is that it has more drops so that is the evidence.,incorrect
696,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_33,"Yes, because the drops tell what happen and it tell that this item had not so much sugar especially Overly Orange.",incorrect
697,refAns_19,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,stuAns_19_34,"Overly Orange and Luscious Lemon have vitamin C. My evidence are that it says that Overly Orange had 8 drops, and Luscious Lemon had 13 drops, and that also means that it has Vitamin C.",incorrect
698,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_0,The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.,correct
699,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_1,It did not change color because Fruitsnap has no vitamin C.,correct
700,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_2,The indophenol did not change color with the Fruitsnap because the Fruitsnap might not have had vitamin C.,correct
701,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_3,Because it does not contain vitamin C in Fruitsnap. It contains only sugar.,correct
702,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_4,It was probably concentrated or it could have little or no vitamin C.,correct
703,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_5,Probably because they did something wrong and it did not work.,incorrect
704,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_6,Because it does not have a lot of vitamin C.,correct
705,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_7,Because it is too bright.,incorrect
706,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_8,Fruitsnap did not change color because it must not have vitamin.,correct
707,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_9,Because it did not have any vitamin C.,correct
708,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_10,There was either very little or no vitamin C at all in Fruitsnap.,correct
709,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_11,It did not change because the Fruitsnap did not have any vitamin C.,correct
710,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_12,The indophenol did not change color with Fruitsnap because it did not have vitamin C in it.,correct
711,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_13,The fruit snap did not have vitamin C.,correct
712,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_14,The indophenol did not change colors because Fruitsnap does not have a high concentration of acid.,incorrect
713,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_15,The indophenol did not change color with Fruitsnap because there was none or very little vitamin C.,correct
714,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_16,Because it had no vitamin C.,correct
715,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_17,Because Fruitsnap does not have any vitamin C.,correct
716,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_18,It did not because it had no vitamin C or a little bit of vitamin C.,correct
717,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_19,It did not work because it has no vitamin C.,correct
718,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_20,Because it probably had more sugar than vitamin C.,correct
719,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_21,Because it does not have vitamin C in it.,correct
720,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_22,Because there was no acid in it.,incorrect
721,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_23,Because it does not have as much vitamin C as Overly Orange or Luscious Lemon.,correct
722,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_24,Probably because the Fruitsnap does not have very much concentrate.,incorrect
723,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_25,Because Fruitsnap did not have a lot of vitamin C in it.,correct
724,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_26,It did not change color to white or clear because it does not have vitamin C.,correct
725,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_27,It was not fruit concentrate.,incorrect
726,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_28,It did not have any vitamin C.,correct
727,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_29,It did not change color because it has little or no vitamin C.,correct
728,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_30,Because Fruitsnap had little or no vitamin C.,correct
729,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_31,Probably because they stopped putting indophenol in.,incorrect
730,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_32,There is no vitamin C in the drink.,correct
731,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_33,Fruitsnap probably contains no vitamin C.,correct
732,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_34,"It did not change because it had not much vitamin C, so it would take a lot of drops.",correct
733,refAns_20,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,stuAns_20_35,It did not have any vitamin C.,correct
734,refAns_21,Both finger patterns are loops.,stuAns_21_0,They are loop.,correct
735,refAns_21,Both finger patterns are loops.,stuAns_21_1,One is a loop and one is arch.,incorrect
736,refAns_21,Both finger patterns are loops.,stuAns_21_2,They are the same.,incorrect
737,refAns_21,Both finger patterns are loops.,stuAns_21_3,The both finer patterns are loop.,correct
738,refAns_21,Both finger patterns are loops.,stuAns_21_4,They are same loop.,correct
739,refAns_21,Both finger patterns are loops.,stuAns_21_5,They are both loops.,correct
740,refAns_21,Both finger patterns are loops.,stuAns_21_6,They are loop.,correct
741,refAns_21,Both finger patterns are loops.,stuAns_21_7,Because you look at the finger patterns.,incorrect
742,refAns_21,Both finger patterns are loops.,stuAns_21_8,They are loop.,correct
743,refAns_21,Both finger patterns are loops.,stuAns_21_9,They are both a loop.,correct
744,refAns_21,Both finger patterns are loops.,stuAns_21_10,Loop.,correct
745,refAns_21,Both finger patterns are loops.,stuAns_21_11,Both loops.,correct
746,refAns_21,Both finger patterns are loops.,stuAns_21_12,They are both loops.,correct
747,refAns_21,Both finger patterns are loops.,stuAns_21_13,They are both loops.,correct
748,refAns_21,Both finger patterns are loops.,stuAns_21_14,They are both loops.,correct
749,refAns_21,Both finger patterns are loops.,stuAns_21_15,They are loops.,correct
750,refAns_21,Both finger patterns are loops.,stuAns_21_16,They both loops.,correct
751,refAns_21,Both finger patterns are loops.,stuAns_21_17,They are both loops.,correct
752,refAns_21,Both finger patterns are loops.,stuAns_21_18,They are both the same pattern.,incorrect
753,refAns_21,Both finger patterns are loops.,stuAns_21_19,Their shape is the same.,incorrect
754,refAns_21,Both finger patterns are loops.,stuAns_21_20,They have lines.,incorrect
755,refAns_21,Both finger patterns are loops.,stuAns_21_21,They are both arches.,incorrect
756,refAns_21,Both finger patterns are loops.,stuAns_21_22,It is the same because it has loops.,correct
757,refAns_21,Both finger patterns are loops.,stuAns_21_23,Patterns below then.,incorrect
758,refAns_21,Both finger patterns are loops.,stuAns_21_24,They both have loops.,correct
759,refAns_21,Both finger patterns are loops.,stuAns_21_25,They all have lines.,incorrect
760,refAns_21,Both finger patterns are loops.,stuAns_21_26,They are both are loops.,correct
761,refAns_21,Both finger patterns are loops.,stuAns_21_27,They are both loops.,correct
762,refAns_21,Both finger patterns are loops.,stuAns_21_28,They are both thumbs.,incorrect
763,refAns_21,Both finger patterns are loops.,stuAns_21_29,Both of the finger points have a loop.,correct
764,refAns_21,Both finger patterns are loops.,stuAns_21_30,They are both a loop.,correct
765,refAns_21,Both finger patterns are loops.,stuAns_21_31,They both have a loop in them.,correct
766,refAns_21,Both finger patterns are loops.,stuAns_21_32,They are both loops.,correct
767,refAns_21,Both finger patterns are loops.,stuAns_21_33,They are both loops.,correct
768,refAns_21,Both finger patterns are loops.,stuAns_21_34,They are the same kind of finger patterns.,incorrect
769,refAns_21,Both finger patterns are loops.,stuAns_21_35,They are both loops.,correct
770,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_0,They are different. Like bark not bark.,incorrect
771,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_1,They do not have the same rubbing material to be the same.,incorrect
772,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_2,That one has holes and the other one does not. One probably smooth and the other one bumpy.,correct
773,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_3,They are not the same letter B has big spots and letter A has lines and little spots.,incorrect
774,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_4,Rubbing A is not that clear because they rubbed it soft and B is rubbed hard.,incorrect
775,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_5,A. Might be soft B. might be a little bumpy.,correct
776,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_6,B is bumpy A is smooth.,incorrect
777,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_7,A tells you it has dashing lines B is telling us it has bumps.,incorrect
778,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_8,"Fabric B has lots of clear, round bumps. Fabric A has smaller, blurry bumps.",incorrect
779,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_9,They are bumpy.,incorrect
780,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_10,If you look you can tell that B is sort of like a metal gate and A is sort of like a wall.,correct
781,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_11,It is different because rubbing B has holes that are dark shaded wide and rubbing A has small holes that are mostly rough.,incorrect
782,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_12,A is harder to read than B.,incorrect
783,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_13,One of the rubbings are smooth and the other one looks rough.,incorrect
784,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_14,A was the second one behind the second one and B was the one that got rubbed.,incorrect
785,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_15,On A they colored it light and on B they colored it hard.,incorrect
786,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_16,A looks kind of smooth and the other one has bumps.,incorrect
787,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_17,I now one is same an hard.,incorrect
788,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_18,A is real bumping and it is hard B has small holes.,incorrect
789,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_19,A texture is smooth. B's texture is rough and bumpy.,correct
790,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_20,The fabrics in A show that the fabrics is not show up fabrics and B it tells you that it was bumpy.,incorrect
791,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_21,The B it shows be rubbing when we color.,incorrect
792,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_22,B has some rough and A is not that rough and A is smooth. And B is darker then A.,correct
793,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_23,The A one is kind of bluer and it must have been smooth because it does not have any bumps. B you could see it was bumpy.,incorrect
794,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_24,They are rubbed smooth and hard.,incorrect
795,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_25,I can tell that they are different fabrics because one of the fabrics are darker and have more lines and spots than the lighter one.,incorrect
796,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_26,If there bumpy or smooth or rough and show what the texture is.,incorrect
797,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_27,Well there are lines on A and on B it kind of looks like a screen.,incorrect
798,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_28,One is dark and the other is not and okay you can see them better.,incorrect
799,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_29,A was probably a much smoother fabric than B. Because B probably had more creases in it.,correct
800,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_30,The rubbings tell you that you cannot see A. And later a string to tell you that it is darker than A.,incorrect
801,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_31,"B shows us that there is a design on it, and you could probably fill it. A shows us that this fabric is not very noticeable.",incorrect
802,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_32,A has marks and lines and B does not have marks and lines like A it has polka dots on it and lines through the polka dots.,incorrect
803,refAns_22,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,stuAns_22_33,"Rubbing A was smooth, and rubbing B was rough and bumpy.",correct
804,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_0,One has it one way and the other one the different way.,incorrect
805,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_1,One facing the other way.,incorrect
806,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_2,They are different thumbs of people.,incorrect
807,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_3,Is not the same.,incorrect
808,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_4,The 2 loops is pointing in different directions.,incorrect
809,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_5,They are facing different ways.,incorrect
810,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_6,"Some are loop, arch, whorled.",incorrect
811,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_7,One is going left the other is going right.,incorrect
812,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_8,"One loop is on the left, the other loop is on the right.",correct
813,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_9,The loops go in different directions.,correct
814,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_10,One loop is coming from the left and the other one the right.,correct
815,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_11,They have different shapes.,incorrect
816,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_12,One is left the other is right.,correct
817,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_13,They are facing different directions.,incorrect
818,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_14,The loops are going different ways.,incorrect
819,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_15,They are both facing a different direction.,incorrect
820,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_16,They are going different directions.,correct
821,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_17,One loop goes left and the other goes right.,incorrect
822,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_18,One is going left and the same.,incorrect
823,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_19,Because they are the same and they are loop.,incorrect
824,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_20,The first finger look thinner than the 2 one.,incorrect
825,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_21,They are not in the same place.,incorrect
826,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_22,A has its loop on the left and right.,correct
827,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_23,Answer and questions.,incorrect
828,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_24,Loop are facing different direction.,incorrect
829,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_25,They go different direction.,correct
830,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_26,They one are in different directions.,incorrect
831,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_27,The loops are coming from different sides.,correct
832,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_28,They are facing different ways.,incorrect
833,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_29,One of them is darker than the other.,incorrect
834,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_30,One has more ridges.,incorrect
835,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_31,They are facing different ways.,correct
836,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_32,They are flipped around.,incorrect
837,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_33,On the first one the middle is light and the second one is dark in the middle.,incorrect
838,refAns_23,The loops begin at opposite sides of the print.,stuAns_23_34,The first one a man print and the second kid.,incorrect
839,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_0,I will use carbon printing to know.,incorrect
840,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_1,I will know when the dogs are asleep.,incorrect
841,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_2,"They will look exactly the same, same size same pattern.",correct
842,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_3,So you can see if the bags have the same paw.,correct
843,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_4,Some dogs more cracks on their paws.,incorrect
844,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_5,I will by looking if the dogs have paw prints.,incorrect
845,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_6,Look at microscope.,incorrect
846,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_7,Study them both.,incorrect
847,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_8,If they look the same.,correct
848,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_9,By looking at the patterns.,correct
849,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_10,I tell what is he mean.,incorrect
850,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_11,The carbon printings will look the same.,incorrect
851,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_12,It is the different dog and is not the same.,incorrect
852,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_13,Their paw prints will be the same.,incorrect
853,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_14,"They will both have either arches, loops, or whorls. That is how they will be the same.",correct
854,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_15,By comparing the 2 prints.,incorrect
855,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_16,You look real hard to see that either their toes are separated or they have print on them.,incorrect
856,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_17,Identify them with a magnifying glass and see if they are the same.,correct
857,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_18,If you discover if the dogs have the something is a loop arch or a whorl for the dog.,incorrect
858,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_19,"The finger texture, shape.",incorrect
859,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_20,Maybe they both have arches but not in the same way.,incorrect
860,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_21,By telling if it is a whorl a loop or an arch.,correct
861,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_22,They came from the same kind of dogs.,incorrect
862,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_23,If they are the same dog.,incorrect
863,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_24,You can see the designs.,incorrect
864,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_25,You can tell if the 2 dogs' paw prints are the same if it is the same as exactly the same dog.,correct
865,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_26,No 2 prints are the same.,incorrect
866,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_27,The dog's name will be on the paper so you know which dog it came from.,incorrect
867,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_28,You will compare the paw prints.,correct
868,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_29,They have the same curves and shapes.,incorrect
869,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_30,"If they have the same kind of arch, loop, or whorl.",correct
870,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_31,You would be able to try the print.,incorrect
871,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_32,We cannot tell if they have the same fingerprint we cannot tell if 2 have the same fingerprint.,incorrect
872,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_33,You could scan both pieces of paper and look at the ridges and grooves in the prints.,correct
873,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_34,I would look at them to tell.,incorrect
874,refAns_24,Compare prints to see if the patterns are the same.,stuAns_24_35,To put the tape on it and look to see if it is the same type.,correct
875,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_0,By doing the steps that I told her.,incorrect
876,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_1,By the color when is changing color.,correct
877,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_2,The pigment will separate.,incorrect
878,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_3,By looking at the vinegar.,incorrect
879,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_4,By looking at the paper and see if it ovals.,incorrect
880,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_5,She will see the different pigments.,incorrect
881,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_6,She will know the vinegar separates the permanent ink.,incorrect
882,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_7,It is not the same.,incorrect
883,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_8,It will have different colors on it.,incorrect
884,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_9,By looking at it when Sarah tries it.,incorrect
885,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_10,Because it is liquid.,incorrect
886,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_11,She will have to try it out.,incorrect
887,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_12,Just wait for 3 minutes.,incorrect
888,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_13,If she sees different colored pigments.,correct
889,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_14,She would see if there is different pigment in the color.,correct
890,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_15,She will put vinegar on the permanent ink to see if it will spread.,incorrect
891,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_16,She will not because the ink will not separate.,incorrect
892,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_17,It be better than water.,incorrect
893,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_18,You will see the ink spread on the paper.,incorrect
894,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_19,If Sarah can see what of different colors that means it worked.,correct
895,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_20,She will either see pigments or it will rise.,correct
896,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_21,To do chromatography test.,incorrect
897,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_22,Because the washbowl ink will start to disappear and the permanent ink will not disappear.,incorrect
898,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_23,It will get blue and it will get dark or light.,incorrect
899,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_24,Because it will not do nothing and it will not wick.,incorrect
900,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_25,Because it will start to do like a mountain.,incorrect
901,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_26,To do chromatography tests.,incorrect
902,refAns_25,Seeing multiple colors would show that vinegar can separate the permanent ink.,stuAns_25_27,She just look and see if it changes.,incorrect
